name,x,y,burst_index,cv,nu,freq_variance,modalirity_burst,pause_index,pause_ratio,burst_behavior,skewness,kurtosis
Cell#055,321.6,80.4,0.0,0.943248711906,1.21896910902,98.0507343124,0.0,14.0,80.0250347705,0.0,1.37166138851,3.85197432865
Cell#056,330.2,152.2,0.0,1.18830925693,1.34850768797,99.3108879701,0.0,2.75,18.5876662636,0.0,1.30890416269,3.43901918247
Cell#057,338.8,129.2,0.0,1.63942418584,1.27709551524,99.9012711341,0.0277777777778,2.7,12.3745237701,0.0,4.12063857018,21.5829682401
Cell#060,350.3,183.8,0.0,1.53232121878,1.24049745507,99.3554979172,0.0,5.0,22.4253647587,0.0,2.23339254752,6.84267282942
Cell#001,5.7,103.4,0.0,1.21044404609,1.50130059712,99.3311036789,0.0,2.5,22.3818393481,0.0,1.61990503706,5.11550880113
Cell#002,11.5,201.0,0.0,2.63758258712,1.68900963527,99.9660609858,0.05,9.5,58.7489878543,0.0,4.3554080749,19.4283813087
Cell#005,40.2,201.0,0.0,1.09223499844,0.876203134805,99.7127706584,0.0615384615385,1.55555555556,5.08607160373,0.00769230769231,1.55015782992,5.39729036651
Cell#017,100.5,97.6,0.0,0.878224139838,0.869264716285,98.2570162482,0.0,2.5,6.77897298995,0.0,0.868430091754,2.9164590397
Cell#028,146.4,212.5,0.0,1.03972872187,1.10065547929,99.6201997468,0.117647058824,1.92307692308,9.43101905127,0.0,1.59804663493,5.57912210917
Cell#031,160.8,172.3,0.0,1.39620555579,1.35704692459,99.7571973639,0.0357142857143,2.22222222222,10.0719738277,0.0,3.14563624781,14.1685761222
Cell#032,160.8,117.7,0.0,0.728833382866,0.78373818975,97.8387914875,0.0,11.0,70.4482758621,0.0,0.905901767295,2.50185921825
Cell#033,166.5,86.1,0.0,1.79491813542,0.817885920444,99.8036649215,0.047619047619,0.76,4.47973585394,0.0,3.23015477017,14.3084142748
Cell#036,175.1,169.4,0.0,1.17668317426,1.21121025772,99.7361957609,0.0322580645161,3.57142857143,16.7564870259,0.0,2.11907388522,7.85979277981
Cell#041,192.4,212.5,0.0,1.25104641041,1.26266173739,99.1983967936,0.0,1.625,13.2396726422,0.0,1.39983345846,3.60664041443
Cell#046,209.6,203.8,0.0,1.0497835859,1.2800809525,99.8752672844,0.136363636364,4.0,25.4356366187,0.0,1.52599415513,5.56602539183
Cell#047,212.5,129.2,0.0,1.46564428308,0.76856757656,99.8788042015,0.254901960784,1.0,4.09734560922,0.0,2.35417463252,9.34871047316
Cell#058,246.9,77.5,0.0,0.976620079287,0.882465718986,99.8604083057,0.483870967742,1.70588235294,8.61572535991,0.0,0.926702315337,3.71093612389
Cell#060,255.5,123.5,0.0,1.71846525718,1.11050048186,99.9141315015,0.133333333333,1.26666666667,7.51707891637,0.0,3.13764287702,13.8069703979
Cell#061,258.4,206.7,0.0,0.688484497623,0.840352652658,99.4614003591,0.0344827586207,9.0,44.2517401392,0.0,0.330777913849,2.17518939807
Cell#066,275.6,157.9,0.0,2.47708284491,1.23791565043,99.9491131143,0.0645161290323,0.941176470588,6.65832363213,0.0,5.08448996931,27.9138184048
Cell#069,275.6,192.4,0.0,0.966766427245,0.981864152596,99.4994994995,0.0526315789474,1.85714285714,6.29385860509,0.0,0.87892762802,3.16780302651
Cell#071,284.2,109.1,0.0,1.42325046217,1.03114657139,99.8747470855,0.184210526316,1.5,6.75262908574,0.0,2.80668276106,13.0161564452
Cell#078,321.6,241.2,0.0,0.590248123426,0.793866170775,99.2078460958,0.0322580645161,7.0,31.7498978341,0.0,0.936583515547,4.68332301417
Cell#083,330.2,71.8,0.0,0.619721775376,0.837679096512,99.4300314465,0.0344827586207,9.0,39.7380815623,0.0,1.07063633422,4.6072206998
Cell#084,344.5,226.8,0.0,0.973542739817,1.15419619238,99.827173624,0.173913043478,2.375,14.2964308613,0.0,0.751705408741,2.62264614077
Cell#086,350.3,66.0,0.0,1.12388146446,1.21810767661,97.1513956889,0.0,1.0,1.0,0.0,3.46468780937,14.971348649
Cell#087,358.9,178.0,0.0,1.08599735733,1.2077384283,99.7414589104,0.157894736842,1.75,14.4942093072,0.0,1.34324034487,4.08677686127
Cell#088,361.8,74.6,0.0,1.25831661814,1.20579606166,99.7068403909,0.0666666666667,3.0,12.8752052545,0.0,2.40863914422,8.83954581458
Cell#004,20.1,89.0,0.0,1.39506911466,1.56669267066,99.9319357473,0.8,1.25,13.3913360915,0.0,1.76690749092,5.64783893234
Cell#005,25.8,20.1,0.0,1.11278046136,1.22199732911,99.9034334764,0.875,1.14285714286,13.4290888827,0.0,0.779449120332,2.3523108352
Cell#023,117.7,109.1,0.0,0.991128890868,1.19569897027,99.798605732,0.133333333333,1.42857142857,8.75904718278,0.0,0.615000554896,2.33644892665
Cell#024,120.6,71.8,0.0,1.40917156019,0.57551555664,99.9057112069,0.257142857143,0.62962962963,4.38685256451,0.0,1.28691675096,3.50983878084
Cell#026,123.5,34.5,0.0,1.33492361132,1.48694575222,99.9301054772,0.727272727273,1.375,15.2890397672,0.0,1.83812463925,5.98691056769
Cell#044,189.5,175.1,0.0,1.50558140166,1.58811023836,99.7380616563,0.0666666666667,1.28571428571,12.7431603774,0.0,1.43610934824,3.51675583293
Cell#047,212.5,226.8,0.0,0.745183536987,0.928771411538,98.9732306564,0.0,3.66666666667,26.7244014264,0.0,0.196936416677,2.1080305261
Cell#048,215.3,37.3,0.0,1.9361488877,0.870218530533,99.9595201295,0.5,1.4,20.8341555977,0.0,2.13338182725,5.76443008148
Cell#050,221.1,126.3,0.0,1.71641143031,1.35189092091,99.9407688207,0.526315789474,1.41666666667,9.71778668311,0.0,3.45359435464,16.0985794679
Cell#051,223.9,221.1,0.0,0.91774411021,1.09451377951,99.8892013978,0.0909090909091,3.0,27.854767184,0.0,0.756605086425,2.89499937082
Cell#054,235.4,94.7,0.0,0.903863077706,1.11444622458,99.8917322835,0.2,3.5,30.8554913295,0.0,0.695366466063,2.39690937688
Cell#077,333.0,117.7,0.0,0.659995251201,0.75877756887,98.5442329227,0.158653846154,1.21100917431,1.77191118825,0.00769230769231,0.591623751302,3.23763071447
Cell#079,341.7,77.5,0.0,2.41851129753,2.25888167854,99.9353204334,0.857142857143,0.857142857143,7.90159502568,0.0,3.12166392336,10.6465599924
Cell#080,341.7,155.0,0.0,1.35903840929,1.40644260086,99.9072025127,0.157894736842,2.14285714286,15.9973098557,0.0,1.72613352513,5.38988443096
Cell#081,347.4,169.4,0.0,1.14590024015,1.41398422317,99.0196853506,0.0,4.33333333333,26.2106549365,0.0,1.4375551744,4.62485232185
Cell#085,358.9,140.7,0.0,1.18138068468,1.31514068761,99.9106199724,0.0434782608696,5.0,28.161752988,0.0,1.80455761555,5.83320556074
Cell#004,11.5,169.4,0.0,1.32733056344,1.52058957107,99.8980747452,0.133333333333,1.42857142857,15.2193841012,0.0,1.92543835447,6.11984375512
Cell#005,17.2,100.5,0.0,0.994995774471,0.843440223187,99.2828685259,0.120418848168,0.646153846154,1.13004372267,0.0078125,1.50039481031,4.3815418736
Cell#007,20.1,201.0,0.0,2.30889653604,0.761061374752,99.9455129952,0.142857142857,0.714285714286,4.08005525194,0.0,4.54072266698,25.694286015
Cell#008,34.5,143.6,0.0,1.8274407372,1.13350756155,99.576244781,0.0,2.33333333333,12.2499562095,0.0,2.96386861529,10.7803481537
Cell#010,37.3,201.0,0.0,1.30487090751,0.841452413105,99.6183206107,0.175,1.13636363636,2.25003644846,0.0157480314961,2.72847830727,10.4178114855
Cell#013,51.7,103.4,0.0,1.59994849583,0.888173026343,99.8936478778,0.322580645161,1.27777777778,6.93959017978,0.0,2.12613273753,6.92943781331
Cell#015,57.4,126.3,0.363636363636,2.60347185408,1.31149727214,99.9619675456,0.466666666667,0.375,5.02698863636,0.0112359550562,3.52654522384,14.3260393596
Cell#018,66.0,74.6,0.0,2.08504718703,1.37449830098,99.9696496705,0.470588235294,1.08333333333,9.51625410081,0.0,3.37021177153,14.2774777084
Cell#020,83.3,77.5,0.0,1.66154982272,0.824571680567,99.9578272605,0.866666666667,0.75,7.73999307879,0.00806451612903,1.60463395876,4.05921705197
Cell#022,103.4,109.1,0.0,2.87693927032,0.891913652999,99.9779181204,0.333333333333,0.52380952381,3.98590667084,0.0104166666667,4.15735709452,19.7576438908
Cell#025,114.8,66.0,0.0,2.16576495665,1.93436918348,99.9731800766,0.230769230769,3.0,23.0330466274,0.0,3.66251414679,14.1325243413
Cell#027,126.3,100.5,0.0,1.60539972593,0.868699099723,99.8234307407,0.15,1.3,6.19894700501,0.0,2.72846755117,12.081162795
Cell#030,140.7,63.2,0.0,2.57158962321,2.30208129701,99.9550010227,0.625,0.444444444444,6.96124650419,0.0149253731343,3.02338219071,10.1161626453
Cell#031,149.3,100.5,0.0,2.16121900088,0.76916126477,99.9025578563,0.777777777778,0.6,3.41609403255,0.0151515151515,2.67517614485,8.38535872017
Cell#032,160.8,132.1,0.0,1.47424558766,0.912767967345,99.8041615667,0.0714285714286,2.75,10.0360982084,0.0,2.07965771034,6.4469267209
Cell#033,163.7,103.4,0.0,1.69584090567,0.730016063266,99.7550820475,0.15,0.586206896552,1.50582737244,0.04,3.00651762304,11.8289756555
Cell#034,163.7,77.5,0.0,1.66041390229,0.313025793533,99.8819959541,0.604651162791,0.725,3.27648961984,0.00819672131148,1.91646713485,5.46700879665
Cell#038,189.5,100.5,0.0,1.55362383261,1.30197632824,99.939028108,0.115384615385,1.9,11.2378107846,0.0,3.00125030244,13.0709783023
Cell#047,258.4,109.1,0.0,1.59265282732,1.15252608464,99.9620517361,0.291666666667,1.38461538462,9.61682368775,0.0,2.6543630562,11.0560320828
Cell#048,258.4,94.7,0.0,1.37440375249,1.61765316833,99.1916859122,0.0,15.0,102.625544267,0.0,2.93201154141,10.8639166016
Cell#051,269.9,126.3,0.0,1.63612362097,0.692121227084,99.8547114985,0.277108433735,0.68253968254,2.08671665774,0.008,2.50335661752,8.93590603762
Cell#053,284.2,132.1,0.0,1.49897434927,0.235186904947,99.8675057966,0.71875,0.617647058824,3.64589489236,0.00819672131148,1.37715622454,3.50072350688
Cell#054,287.1,68.9,0.0,1.0074337717,1.11484586639,99.6897374702,0.333333333333,2.0,8.44189189189,0.0,1.06714790528,3.31375277395
Cell#055,301.5,57.4,0.0,1.739508619,0.544254837742,99.93400066,0.520833333333,0.972972972973,3.84638671875,0.00793650793651,3.03669909821,14.4815866927
Cell#056,310.1,112.0,0.0,2.02531556725,0.17914148157,99.9669111565,1.5,0.590909090909,5.89580573951,0.0,3.21638025327,14.4951543663
Cell#058,327.3,126.3,0.0,1.47644733094,1.67779567176,99.7049525817,0.4,1.33333333333,5.13644744929,0.0,2.00532376417,5.58922756058
Cell#059,333.0,97.6,0.0,2.06480059769,1.01335476596,99.960096995,0.2,3.0,33.7537627935,0.0,2.86081164298,9.28584134784
Cell#060,338.8,48.8,0.0,1.48725100509,0.690216378864,99.7434252726,0.111111111111,1.0,4.01792192322,0.00793650793651,1.71464750584,4.81537011605
Cell#062,347.4,66.0,0.0,2.39189209243,1.87651300453,99.9781951843,0.384615384615,2.0,18.9859066708,0.0,3.71214832601,14.9214381452
Cell#064,356.0,103.4,0.102564102564,1.72193568293,0.760762991658,99.8175182482,0.659090909091,0.351851851852,0.79052734375,0.105263157895,3.40578591136,16.9806100485
Cell#001,11.5,68.9,0.0,1.62295684035,1.62847770259,99.9651762084,1.83333333333,0.545454545455,9.01364038973,0.0,1.43696528575,3.57466887319
Cell#003,11.5,201.0,0.0,1.4947532365,1.41838010876,99.9263713339,0.5,1.4,13.3142911011,0.0,2.09093342573,6.97580612081
Cell#007,23.0,63.2,0.222222222222,1.88279262578,-0.109639700683,99.8988877654,1.31578947368,0.571428571429,3.86169417838,0.01,1.98718116884,5.38467172996
Cell#008,23.0,45.9,0.0,1.33062564611,0.598969768874,99.8917944094,0.511111111111,1.06060606061,4.30804560437,0.0,1.5343467898,4.81508175588
Cell#009,23.0,80.4,0.0,1.5387657189,0.722445389326,99.8912536896,0.366666666667,0.952380952381,5.08060304893,0.0,1.68918488635,4.46388613692
Cell#012,37.3,89.0,0.714285714286,1.74900916519,0.457007073087,99.9522635054,2.125,0.388888888889,6.24309627892,0.00900900900901,1.50146750004,3.65307165078
Cell#013,45.9,186.6,0.0,1.84273383457,1.9230710497,99.9350121852,0.4,0.555555555556,7.64004652064,0.0,2.45721307004,8.07205996301
Cell#014,45.9,20.1,0.0,1.62075229794,0.196868562177,99.8965873837,0.702127659574,0.538461538462,2.50119795826,0.0327868852459,1.88896695956,6.09216073296
Cell#015,45.9,57.4,0.5,1.89615755633,0.06479863792,99.9732065108,2.5,0.4,6.01153357443,0.00862068965517,1.92240318064,5.64330480055
Cell#018,57.4,54.6,0.121212121212,1.92098079679,-0.297123700784,99.95527228,1.28947368421,0.526315789474,2.56053073564,0.032,3.30546794778,17.105121453
Cell#019,60.3,11.5,0.0,0.923792318183,1.15422514668,99.9309074159,0.15,2.83333333333,18.6984452919,0.0,1.05422588016,3.76071100325
Cell#020,68.9,66.0,0.0,1.21036810484,0.908397018214,99.9083241657,0.18,1.68181818182,6.3287965616,0.0,1.74810914789,5.67053875379
Cell#021,68.9,25.8,0.0,1.58310698238,0.600488458377,99.8290232956,0.279411764706,0.705882352941,2.48350329934,0.0,1.96090876071,5.76399939358
Cell#022,68.9,106.2,0.0,1.09641426261,1.38830904687,99.8362910091,0.153846153846,2.75,28.2419928826,0.0,1.39032151221,4.28074382022
Cell#025,91.9,83.3,0.0,1.56338437833,0.84397621893,99.9632014719,0.423076923077,0.947368421053,6.66580478345,0.0,1.96828000403,6.15575001085
Cell#029,106.2,157.9,0.0,1.38587369606,1.39340504276,99.8948060487,0.333333333333,1.5,8.15814558059,0.0,1.719605661,4.7428267864
Cell#030,109.1,17.2,0.0,1.98151013873,1.7581387204,99.9662637054,1.83333333333,0.545454545455,8.42780653221,0.0,2.20586776595,6.23917372968
Cell#031,109.1,94.7,0.0,1.35992515095,0.834481461692,99.9852158486,0.448275862069,1.47058823529,7.47847153397,0.00892857142857,1.46435416385,4.00961834675
Cell#032,114.8,54.6,0.0,1.50432536033,0.567405512258,99.8048399688,0.614173228346,0.496350364964,1.14695691376,0.0697674418605,2.23679485552,7.99901918302
Cell#033,123.5,89.0,0.333333333333,1.59178570899,1.47843694946,99.9833822633,0.916666666667,0.916666666667,10.957292506,0.00793650793651,2.18993414961,7.613052007
Cell#034,126.3,117.7,0.0,1.80838465956,1.56188764624,99.9763691144,1.0,0.8,11.1761055081,0.00925925925926,1.85614159287,4.78919932419
Cell#035,126.3,68.9,0.0,1.78303220661,0.573999569625,99.9778393352,1.41666666667,0.705882352941,7.94358202039,0.0,2.68330097196,10.7416243315
Cell#037,137.8,45.9,0.222222222222,1.66215888299,0.363912513587,99.9730676003,1.11111111111,0.9,6.66254901961,0.00840336134454,2.08506759489,6.88437752621
Cell#038,140.7,86.1,0.114285714286,1.37671183666,0.98361537869,99.9596394457,0.371428571429,1.82352941176,8.38641257537,0.00787401574803,2.13130293519,6.78504972358
Cell#039,143.6,112.0,0.0606060606061,1.64781463449,0.154509537231,99.9152901313,1.01351351351,0.552083333333,1.67805190271,0.0625,2.66146600085,12.7829680568
Cell#042,163.7,129.2,0.0,2.27707082313,1.84510801625,99.9778785533,0.9,0.727272727273,9.48172527282,0.00970873786408,3.51656654905,14.2237546118
Cell#045,169.4,103.4,0.0,0.997533408642,1.32629796145,99.8969921714,0.166666666667,3.66666666667,34.540891145,0.0,1.31730055982,4.25169498638
Cell#047,175.1,186.6,0.0,1.69477871506,0.289902689464,99.887593087,0.685714285714,0.512820512821,2.93439292003,0.0258620689655,1.85989353477,5.53697709035
Cell#052,195.2,97.6,0.0,1.52464484979,1.54399080952,99.9487237922,1.5,0.666666666667,13.4482833081,0.0,1.27048628973,3.0880788315
Cell#053,201.0,126.3,0.0,1.06015168959,1.01632347598,99.9536357314,0.444444444444,2.25,33.6665024631,0.0,0.599231962759,1.67375654091
Cell#054,201.0,186.6,0.0,1.14171336919,1.09242955158,99.7699827487,0.32,2.0,10.8230933948,0.0,1.25754686486,3.73927586418
Cell#056,206.7,103.4,0.0,1.7681250089,-0.257467426516,99.9549904355,1.73333333333,0.518518518519,4.60250391236,0.0,1.7069788495,4.50770386938
Cell#057,212.5,57.4,0.25,1.61323661229,1.08099658341,99.9650074359,0.764705882353,1.0,6.90708243909,0.0104166666667,2.27228269637,8.25722972698
Cell#058,215.3,195.2,0.5,2.11184930916,0.962643321989,99.973632864,1.3,0.4375,6.77854016326,0.00917431192661,2.43358066945,7.62121483361
Cell#060,226.8,74.6,0.0,2.58501190728,0.0315249622226,99.9852136626,1.15,0.592592592593,4.67653306897,0.00847457627119,4.04851144498,20.4820077059
Cell#061,229.7,186.6,0.0,1.48615478734,1.68614350352,99.9142107388,0.363636363636,1.5,17.5246987952,0.0,1.96280751354,6.25117893857
Cell#062,235.4,57.4,0.0,2.14620818046,0.142538010802,99.9851983422,2.0,0.5,8.58365853659,0.0,2.40221398896,7.02022649752
Cell#065,246.9,40.2,0.833333333333,2.21583196056,1.52587374424,99.9779844791,2.16666666667,0.461538461538,6.34486927611,0.0126582278481,2.74078951589,9.31218155943
Cell#066,246.9,103.4,1.11111111111,2.20859398877,0.326146075876,99.9719620927,2.11111111111,0.4,5.93557930903,0.00847457627119,2.62917898259,8.68394346839
Cell#067,246.9,80.4,0.363636363636,2.03991166104,1.42713851602,99.9805598756,0.833333333333,0.833333333333,9.35809434258,0.018018018018,2.62352640906,8.74804799757
Cell#068,255.5,68.9,0.0,2.2909498749,2.11600083319,99.9757069284,1.5,0.666666666667,8.15605303195,0.0,2.9485041283,10.2589603875
Cell#070,264.1,86.1,0.190476190476,2.05651600344,-0.494439014739,99.9616809299,1.85714285714,0.428571428571,2.88532089316,0.0178571428571,2.42106254906,7.86633269228
Cell#073,284.2,34.5,0.0,1.22110213522,0.832704292417,99.8066387367,0.230769230769,0.931034482759,2.41642888024,0.015873015873,1.65725467938,5.27854251277
Cell#074,284.2,132.1,0.0,1.8972588269,1.2389694586,99.923189185,0.714285714286,0.846153846154,6.84626540972,0.0,2.39424419607,7.59794260986
Cell#075,284.2,109.1,0.0,1.91739782435,0.949500479133,99.9620637329,0.823529411765,1.06666666667,7.71094539939,0.00934579439252,2.65269879392,8.99617978005
Cell#076,287.1,77.5,0.649484536082,1.84781000451,-0.142637075179,99.9607227023,1.48571428571,0.338461538462,0.862226643963,0.178294573643,2.47421396625,9.26087729796
Cell#077,295.7,143.6,1.08695652174,2.44844972272,-0.455498119283,99.9458092486,1.88,0.309090909091,2.35762579418,0.0555555555556,3.2622090694,13.8944503152
Cell#079,304.3,40.2,0.695652173913,2.16522831833,-0.69520793481,99.9452054795,1.79166666667,0.45652173913,2.97151991923,0.0409836065574,2.83144426463,10.7842404671
Cell#082,307.2,60.3,0.0,1.71156807442,0.815017185427,99.9405570652,0.407407407407,0.9,6.1017868255,0.0,2.42992314232,8.21260674369
Cell#083,310.1,103.4,0.0,1.58551483687,1.8249687999,99.980563654,0.75,1.33333333333,19.954723127,0.0,2.74340035696,9.55749632429
Cell#088,333.0,134.9,0.0,1.69682974296,0.213641867831,99.9428897773,0.866666666667,0.6,3.34127940483,0.00909090909091,2.10016426815,6.73530386906
Cell#089,333.0,117.7,0.0,1.43101018456,0.539796847003,99.8468215471,0.523076923077,0.867924528302,2.74778034643,0.008,1.91418401724,6.17298019929
Cell#091,335.9,155.0,0.357142857143,2.09926649556,0.272267886489,99.9446167479,1.57142857143,0.5,3.17607026984,0.0142857142857,2.80115904685,10.1797194942
Cell#092,344.5,91.9,0.0,1.441677762,1.25177796424,99.9336429993,0.411764705882,2.0,15.4132057863,0.0,1.56022635209,4.00711612141
Cell#093,344.5,134.9,0.142857142857,1.90232287001,0.0359866134473,99.9320928969,0.903225806452,0.594594594595,3.48138645739,0.025,2.15237743633,6.34036986341
Cell#095,356.0,201.0,0.0,2.01147475233,1.99661367993,99.9342159362,0.666666666667,0.875,11.3078512397,0.0,2.85871995309,10.0180273378
Cell#096,356.0,120.6,0.0,1.28677132043,1.27610696725,99.9585749793,0.333333333333,2.11111111111,14.0505583756,0.0,2.00548953037,7.10761268505
Cell#001,8.6,106.2,0.0,1.80261977132,1.47682808939,99.9008779383,0.210526315789,2.83333333333,19.5762564991,0.0,2.98203735044,11.6358466574
Cell#003,14.4,155.0,0.0,1.40265795981,1.51748510451,99.8857795545,0.0714285714286,1.5,17.4528767123,0.0,1.38078204086,3.56910672881
Cell#004,17.2,229.7,0.307692307692,2.34102540429,1.05431678126,99.9376688136,0.733333333333,0.444444444444,4.6895711501,0.021978021978,3.3394086352,13.847054932
Cell#005,17.2,189.5,3.5,3.78941369305,0.530297924367,99.9860182229,2.83333333333,0.15,5.19536957966,0.0277777777778,4.36888678822,19.9898181747
Cell#006,17.2,117.7,1.14285714286,1.65911880467,1.36949191585,99.6768982229,1.625,0.4,1.11438321537,0.0769230769231,1.88990209494,5.68945335003
Cell#007,20.1,83.3,0.0,1.65438310712,0.248131614804,99.9641691217,1.4,0.5,14.3977913534,0.0,1.62134989672,4.10249954281
Cell#009,23.0,60.3,0.216216216216,2.35639831348,0.117292878005,99.9890470975,0.6,0.358490566038,2.24097349558,0.0243902439024,2.84187761218,9.96420108357
Cell#011,25.8,166.5,0.0,1.73643936208,1.00406838351,99.9576181394,1.08333333333,0.5625,6.78984501504,0.0,1.90046216461,5.47938517345
Cell#012,28.7,103.4,0.0,2.25774273586,0.516692600607,99.9597066645,0.340909090909,0.512820512821,2.79012616086,0.0173913043478,3.55753410485,16.3662467787
Cell#014,34.5,83.3,0.567901234568,2.83287627396,0.154752774565,99.9255287459,1.075,0.174528301887,0.592685884081,0.224,5.19084790924,36.5907131989
Cell#019,51.7,149.3,1.42857142857,1.72564121746,1.63133703244,99.9456521739,1.25,0.636363636364,7.38322938323,0.0253164556962,1.78065327892,4.81359060316
Cell#020,51.7,206.7,0.0,1.41166773426,1.32319559091,99.8962324393,0.388888888889,1.27272727273,10.0285522338,0.0,1.85972898024,6.51842563146
Cell#021,51.7,134.9,0.290322580645,2.54851198524,0.308397101161,99.8914420119,1.0,0.194312796209,0.596225966841,0.192,4.79343724705,30.3670748302
Cell#022,60.3,80.4,0.0,1.41664392657,1.31197701526,99.867977116,0.4375,0.916666666667,9.67174660093,0.0,1.46291093988,4.3719718429
Cell#023,63.2,109.1,0.615384615385,2.16110579175,0.226345282547,99.9380728264,1.23529411765,0.310344827586,2.451901566,0.0422535211268,2.39880500272,7.68812914103
Cell#024,66.0,206.7,0.0373831775701,1.79263487003,0.643231049427,99.7604529617,0.395348837209,0.44,1.11838981074,0.0697674418605,3.5376681928,17.8626935877
Cell#027,74.6,89.0,0.571428571429,1.93339989772,1.8955908922,99.9545572579,1.14285714286,0.666666666667,7.61395446,0.0147058823529,2.26727656575,6.6914649205
Cell#031,91.9,229.7,0.0,1.87816623196,1.87430437448,99.9035059505,0.555555555556,0.555555555556,8.47691713347,0.0,2.07774260491,5.63072030273
Cell#035,100.5,152.2,0.333333333333,2.35810744091,1.59412121747,99.9202671052,0.666666666667,0.818181818182,7.2008012018,0.0126582278481,3.25130236138,12.6405478467
Cell#037,103.4,212.5,0.264705882353,3.39565594154,-0.0825712810745,99.9612152553,0.979166666667,0.283783783784,1.50576073816,0.0917431192661,5.79422816502,40.6088814427
Cell#039,109.1,74.6,0.0,1.41123183418,1.68700390683,99.7314234557,0.0,4.0,35.4785564854,0.0,2.49005729173,8.57591210703
Cell#040,114.8,134.9,2.66666666667,3.80981760165,-0.332376509593,99.9950107269,2.23076923077,0.135135135135,2.11686017163,0.0487804878049,4.4396264051,21.2128912986
Cell#042,120.6,120.6,0.0,2.28677339708,2.1655722586,99.971999776,1.6,0.3,10.6704715569,0.0,2.7207970103,8.79380490593
Cell#044,126.3,94.7,2.0,2.84033846644,2.09644204845,99.9887308707,2.75,0.25,9.93340839633,0.00826446280992,3.15577810763,11.0857370669
Cell#047,129.2,80.4,2.44444444444,3.78548254513,-0.821092213103,99.9709745302,2.13333333333,0.175,3.02284119928,0.0322580645161,4.45661659881,21.7089547382
Cell#048,132.1,198.1,0.0,1.43091099166,1.40260865409,99.9473511023,1.33333333333,0.75,14.0023877746,0.0,1.18404212525,2.68026468544
Cell#052,137.8,123.5,0.0,1.38497613189,0.857832996927,99.9025594387,1.0,1.0,14.6894787336,0.0,1.36489873409,3.48193223545
Cell#054,143.6,160.8,0.75,3.56349835964,0.685054459,99.9858697188,1.0,0.142857142857,5.08787904819,0.0169491525424,4.22787239492,19.1839911528
Cell#055,146.4,195.2,1.22222222222,2.58611906865,0.354481234048,99.9694703099,1.6,0.238095238095,4.63894023413,0.0194174757282,2.79702751568,9.22451562485
